text,standardized,split,input_char_len,target_char_len,input_truncated,target_truncated,input_padding_needed,target_padding_needed
Done ene coudme pou rempli unlote cofforde,Donne enn kudme pu rempli un lot kof.,train,44,39,False,False,212,217
Camion la en tort...... Van la so phare alime..... Pareil kuma tou machine ki p roule..... Camion la pa trouve vitesse ki van la p vini.... Li sorti mm....,Camion la en tort...... Van la so phare alime..... Pareil kuma tu machine ki pe roule..... Camion la pa truve vites ki van la pe vini.... Li sorti mem....,train,157,156,False,False,99,100
Nou comme stayed nou pa gagne garden ene fizi comme protection banne laryaz comme sa cotte inn gagne,Nu comme stayed nu pa gagne garden enn fizi comme protection. Bann laryaz comme sa kot inn gagne.,train,102,99,False,False,154,157
Bpur sa ggt la dehors!,Boure sa gogot la dehors!,train,24,27,False,False,232,229
Omoins met zot salter dan n plastics e atache li respectr sa ban dimun la 🙏,Omoin met zot salte dan enn plastics et attache li. Respe sa bann dimunn la.🙏,train,77,79,False,False,179,177
P vinn kumadir linde ici ein,Pe vinn kumadir Inde ici ein.,train,30,31,False,False,226,225
Vérité sahhh🥺,Vérité sa.🥺,train,15,13,False,False,241,243
B maurice plus grand engleterre lor map kot nou p allé,B Maurice plus grand angleter lor map. Kot nu pe ale.,train,56,55,False,False,200,201
"[NAME], wai mais mo kone buku docterr ki etre forcer pu fer 24 eski to penser apres 20 hrs lourd tone vini avec ene cas grave eski dokterr la pu 100% pu guet tw","[NAME], oui mais mo kone buku docteur ki etre force pu fer 24, eski to pense apre 20hr lourd, tonn vini avec enn cas grave, eski docteur la pu 100% pu get twa?",train,162,161,False,False,94,95
Kan ti ale dan linde dapres lord [NAME] in dir li fer sa,"Kan ti ale dan Inde, dapre lord [NAME] inn dir li fer sa.",train,58,59,False,False,198,197
Zot p comnse decouyoner dan sa lopital la ein,Zot pe komans dekuyone dan sa lopital la ein.,train,47,47,False,False,209,209
Zottooooo🤣🤣🤣 emtel ena my t money ek my t ena blink🤣🤣,Zoto!🤣🤣🤣 Emtel ena MY.T money ek MY.T ena Blink.🤣🤣,train,55,52,False,False,201,204
Boug la p rod lev so lazam gauche ek so lazam droite en mem temp 🤣🤣🤣🤣🤣🤣🤣...,Boug la pe rode leve so lazam gauche ek so lazam droite en mem tan 🤣🤣🤣🤣🤣🤣🤣...,train,77,79,False,False,179,177
Ki la bank ena dans souillac,Ki labank ena dans Souillac?,train,30,30,False,False,226,226
"Depuis 1ans sector la santer in afecter, billan reform de ancient government ete bon","Depuis 1 ans sector la sante inn afecte, billan reform de ancient government ete bon.",train,86,87,False,False,170,169
Ztte tou zenfn in fer ztte effort pa stress ztte ztte in bien fer et comme dit lav pa fini ici so courage et goodluck all the students☺️✊️,"Zottu zanfan inn fer zot effort, pa stress zot, zot inn bien fer et comme dit, lave pa fini ici so courage et goodluck all the students.☺️✊️",train,140,142,False,False,116,114
Zot p envie dimoune coummence fou racler,Zot pe anvi dimunn komans fou racler.,train,42,39,False,False,214,217
Bizin met law fer aret boire la boisson alcolise roule tou tip d transport. Zero tolerance,Bizin met law fer aret bwar la boisson alcolise. Roule tu type de transport. Zero tolerance.,train,92,94,False,False,164,162
"Parent ki penser si pa met leson piti la pa pou passer, mo ena ene tifi zamer lin pren leson dan so la vie et pourtan lin travay super bien lin mem participe dan ban competition kot lin gagner. Zordi li p alle universite malgre li pa ti pren okaine leson. Et li ti tou l temp z best dan so classe. Dan recre li ti p aide ban zenfan ki ti p pren leson et pa ti p conne zte devoir li re explik zte. Li ti coma ene ti miss","Parent ki pense? Si pa met lesson, piti la pa pu passe. Mo ena enn tifi zame linn pran lesson dan so lavi et pourtan linn travail super bien linn mem participe dan bann competition kot linn gagne. Zordi li pe ale universite malgre li pa ti pran okenn lesson. Et li ti tultan the best dan so classe. Dan recre li ti pe aide bann zanfan ki ti pe pran lesson et pa ti pe kone zot devoir li re eksplik zot. Li ti kuma enn ti miss.",train,421,428,True,True,0,0
Gopia to the square. Vini vini famille vine fer million. Couyon pena l'âge sa lollll,Gopia to the square. Vini vini famille vinn fer million. Kuyon pena l'âge sa lol.,train,86,83,False,False,170,173
Ena bezer la sofere van la aveugle kisa,Ena bez la. Sofer van la aveugle kisa?,train,41,40,False,False,215,216
Quand to lor Maine to pas donne cout full phare a moins to p laisse ein dimoune sorti mo pensé camion la in croire p donne li chemin,"Quand to lor main, to pas donne kut full phare omoin to pe laisse enn dimunn sorti. Mo pense camion la inn croire pe donne li chemin.",train,134,135,False,False,122,121
Pilchards ti fini augmenter prix choc aster faire semblant baisse prix faire li vine prix avant. Mange poisson ki pilchards,Pilchards ti fini augmente prix choc aster faire semblant bese prix faire li vinn prix avant. Manze poisson ki pilchards.,train,125,123,False,False,131,133
"[NAME], hahaha mo nepli kav😭🤣🤣🤣","[NAME], hahaha mo nepli kapav.😭🤣🤣🤣",train,33,36,False,False,223,220
Supermarket la pu li sa,Supermarket la pu li sa.,train,25,26,False,False,231,230
Cyclone be like kaisa laga mere mazaak,Cyclone be like kaisa laga mere mazaak.,train,40,41,False,False,216,215
Lerla nu desan nu pouC,Lerla nu desan nu pousse.,train,24,27,False,False,232,229
"Pas zist dan consey des ministre, lepep laem pas le senti toi taa, ale cassiètte toi, to p amène role proprietère moris, saki to dire saem, to ti rode vice pm, to gagnez, asterla to p rode ministre des finance, pou cash pass dan to la main, ala lepep vine plis misère encore, li pou finit sa l'ile la net","Pas zis dan consey des ministre, lepep lamem pas le senti toi ta, ale kasyet toi, to pe amène role proprieter Moris, seki to dire samem, to ti rode vice premye minis, to gagne, asterla to pe rode ministre des finance, pu cash pass dan to la main, ala lepep vinn plis misère encore, li pu fini sa lil la net.",train,306,309,True,True,0,0
"Banne juristes facebook fini condamné mama la. Baby sitting tout banne étudiante universitaire à l’étranger faire sa. Xot gagne ene pocket money pu xot banne dépense. Et aussi xot p gagne ene place pu xot étudier, loin des autres","Bann juristes Facebook fini kondann mama la. Baby sitting tu bann étudiante universitaire à l’étranger faire sa. Zot gagne enn pocket money pu zot bann dépense. Et aussi zot pe gagne enn place pu zot étudier, loin des autres.",train,231,227,False,False,25,29
"1parmi so 5actions li p pren ti bizin get condition travail la police, promotion et encouragement ban jeune pu integre la force policiere","1 parmi so 5 actions li pe pran ti bizin get condition travail la police, promotion et encouragement bann jeune pu integre la force policiere.",train,139,144,False,False,117,112
"Oui zote travail 24 hr, cote moi ena docter mo conee combien fatigee sa, banla si humain pa robot","Oui zot travail 24hr. Kot moi ena docteur, mo kone combien fatige sa, banla si humain pa robot.",train,99,97,False,False,157,159
B travai lor shif s,B travai lor shift sa.,train,21,24,False,False,235,232
"Proffeseur long temp, pa ti necesaire mm pren lecon..","Proffeseur lontan, pa ti necesaire mem pran lesson..",train,55,54,False,False,201,202
Sofer camion full tord,Sofer camion full tord.,train,24,25,False,False,232,231
Nissa la monT,Nisa la monte.,train,15,16,False,False,241,240
Ena bezer la. Modi pou re eli nou ici nek resse dire benla bravo..plitt zot eme matlo.,Ena bez la. Modi pu re eli. Nu ici nek res dire benla bravo..plito zot mem matlo.,train,88,83,False,False,168,173
"Pa touche li svp.. Si touche li, ena activistes pu al fer la marche.. Ena journalistes pu al zoine so fami ek fer live tou.. Apres sa même ban dimoune la pu dir law and order ine degradé","Pa tus li svp.. Si tus li, ena activistes pu ale fer la marse.. Ena journalistes pu ale zwen so fami ek fer live tu.. Apre samem bann dimunn la pu dir law and order inn degrade.",train,188,179,False,False,68,77
Problem Avec journal ti besoin met zot photo bien pou dimoune trouver,Problem avec journal. Ti besoin met zot photo bien pu dimunn truve.,train,71,69,False,False,185,187
"[NAME], plisure foi ton dir sa jiska zordi pan arive li nenrien sa montre li ena kiken ki pe protege li","[NAME], plizir fwa tonn dir sa. Ziska zordi pann arrive li nanyin. Sa montre li ena kiken ki pe protez li.",train,105,108,False,False,151,148
Bizin ferme ou mem coz pa kapv apre 9ans jordi ou p vin dir sa,"Bizin ferme ou mem, koze pa kapav apre 9 ans zordi ou pe vinn dir sa.",train,64,71,False,False,192,185
Sa mem problem pa kapav suiv protocol,"Samem problem, pa kapav suiv protocol.",train,39,40,False,False,217,216
Met bann canard avon gagne kout roche lor zot latet,Met bann canard avant gagne kut roche lor zot latet.,train,53,54,False,False,203,202
"[NAME], prepare zot pou St Valentin😍","[NAME], prepare zot pu St Valentin.😍",train,38,38,False,False,218,218
"Zafer fou la, dans fami ça","Zafer fou la, dans fami sa.",train,28,29,False,False,228,227
B ki fr in metr 1hotline? Soi disant pou ateindre ban problem dimun instantane. Seki ou fr face dan bn lhopital. B ast kan ou call 146 li dir ou al dir infirmier. B si infirmier mem ti kpv deal ek ban problem ki nou ggner dan ban centre de center pa ti pou biz mins baichoo intervenir sak fw,B kifer inn met 1 hotline? Swadizan pu atteindre bann problem dimunn instantane. Seki ou fer face dan bann lopital. B aster kan ou call 146 li dir ou ale dir infirmier. B si infirmier mem ti kapav deal ek bann problem ki nu gagne dan bann centre de center pa ti pu bez minis Baichoo intervenir sak fwa.,train,293,304,True,True,0,0
Kisanla finne fer sa vinne ministre du transport kot li mem. Pa konne transport 😂😂😂,Kisanla finn fer sa vinn ministre du transport kot limem. Pa kone transport. 😂😂😂,train,85,82,False,False,171,174
Quand ca gouvernement la pou prend so responsibility pour reintroduce peine de mort pour importateur ec dealers la drogue pou proteg sa population mauricienne la ca facon pe ale la touriste pour arret vini dans ca pays la investisser pa pou interesse investir ici arrete get vote bank prend decisions ki bisin couma singapore lachine et ban pays dans golfe ban generation pou vini pou reconaissant envers gouvernement la creer l'histoire cher pm et consorts,"Quand sa gouvernement la pu prend so responsibility pour reintroduce peine de mort pour importateur ek dealers la drogue pu protez sa population mauricienne la. Sa facon pe ale la touriste pour aret vini dans sa pays la. Investisser pa ou interese investir ici. Aret get vote bank. Prend decisions ki bizin kuma Singapore, lachine et bann pays dans golfe. Bann generation pu vini pu reconaissant envers gouvernement la. Kree l'histoire cher premye minis et consorts.",train,459,468,True,True,0,0
Minis la santé avec so junior minis la santé ki p fer minis surprised visit grat graine,Minis la santé avec so junior minis la santé ki pe fer? Minis surprised visit grate graine.,train,89,93,False,False,167,163
"[NAME], mo coner pima info li ene chatwas msm b laisse mo repon twa sa contracteur aircon la pan ine ggner payer depi 5 ansministere la sante doit li 158 millionscontracteur chatwas ine chat ke lallggt astr to p vine tir capital politikkan ine contacter contracteur li dir li pa pou continuer akoz pan ggn paymentc govt msm pravind jagnat ek so pima info ki responsabmo ena preuvesi to le mo kpv montrer twa dans la cour","[NAME], mo kone pima info li enn chatwas MSM. B laisse mo reponn twa: sa contracteur aircon la pann inn gagne peye depi 5 ans. Minis la sante doit li 158 millions, contracteur chatwas inn chat ke lal, gogot Aster to pe vinn tire capital politik? Kan inn contacter contracteur, li dir li pa pu kontiyn akoz pann gagne payment, se guvernman MSM Pravind Jagnat ek so pima info ki responsab. Mo ena preuve si to mo kapav montre twa dans lakour.",train,422,442,True,True,0,0
Barbie eta nn guet sa ta poisson rouge 😃 😊 😀 😄 😁,Barbie eta non get sa ta poisson rouge. 😃 😊 😀 😄 😁,train,50,51,False,False,206,205
Riche lor muraille la kine pren ine fair piscine so rebord sa ki plan strategique sa,Roche lor miray la kinn pran inn fer piscine so rebord. Seki plan stratezik sa?!,train,86,82,False,False,170,174
Couma to ouler société pas pourrit!!!!,Kuma to oule société pas pourrit!!!!,train,40,38,False,False,216,218
Eta to garson mem inn dir li finn fer sa bann case la ki to pe rabac pren 1 bon zavoka to vini,Eta to garson mem inn dir li finn fer sa bann case la. Ki to pe rabasse? Pran 1 bon zavoka to vini.,train,96,101,False,False,160,155
Dimoune pauvre pa capave paye alors riche pour rest riche pa croire zot fer concession sa meme ki tout le temps laguerrebavec prb tout comme personnel de la sante,Dimunn pauvre pa kapav peye. Alors riche pour reste riche. Pa croire zot fer concession samem ki tu letan lager avec PRB tu comme personnel de la sante.,train,164,154,False,False,92,102
la main longue wey li cumsa,"la main longue, wey li kumsa.",train,29,31,False,False,227,225
Quand mo trouve sa raçe la lors chemin mo peur astèr. Zot mange dimoune,Quand mo truve sa race la lor chemin mo peur aster. Zot manze dimunn.,train,73,71,False,False,183,185
Lapolice complice dns sa ban lamort la get camp levieux kin arriver bizin ferme department lapolice dns moris amen ban bangla pu remplace zot,"Lapolis complice dans sa bann lamort la. Get Camp Levieux kinn arrive: bizin ferme department lapolis dans Moris, amenn bann Bangladesh pu remplace zot.",train,143,154,False,False,113,102
Lot dimoune la in fek deceder la,Lot dimunn la inn fek decede la.,train,34,34,False,False,222,222
Comier pe perdi lor sa bannes bato la bizin ena lenquet ki fer ena accidents zots pena securiT,Komie pe perdi lor sa bann bato la? Bizin ena lanket. Kifer ena accidents? Zot pena sekirite.,train,96,95,False,False,160,161
Grillade poule komiE,Grillade poule komie?,train,22,23,False,False,234,233
Bizin fer tier license manuel. Pou roul automatic aster,Bizin fer tire license manuel. Pu roule automatic aster.,train,57,58,False,False,199,198
146 pa pu marcher sa soidisant pu pren action dsuit b aster bizin fr infermier coner,"146 pa pu marse sa. Swadizan pu pran action desuite, b aster bizin fer infermier kone.",train,86,88,False,False,170,168
La mislain re pipi lor twa part,La mislain repipi lor twa part.,train,33,33,False,False,223,223
"[NAME], cav to bliye li li ausi lin dne boukou koudmai nou p get sa de pre la... Kan nou jour pu vini lerla to get nou ki pou fr mo pa loin mwa mo lor gorah issac mem mwa💪💪","[NAME], kapav to bliye li li osi linn donne buku koudmai nu pe get sa de pre la... Kan nu jour pu vini lerla to get nu ki pu fer mo pa loin mwa mo lor gorah issac mem mwa.💪💪",train,174,175,False,False,82,81
Demantelement du reseau labas. Well done officers,Demantelement du rezo laba. Well done officers.,train,51,49,False,False,205,207
Mwa mo dir prenn ban polythenic nurses mem si pas cav prenn zot directly fr nu fr enn cour ratrapaze ena fini fr 3ans p bizin re fr tou rentre lopital maybe lerla ac pou repair pli bien ban staff ki actually resoudre problem would be availble,"Mwa mo dir pran bann polythenic nurses mem si pas kapav pran zot directly, fer nu fer enn cour ratrapaze. Ena fini fer 3 ans pe bizin re fer tu rantre lopital. Maybe lerla AC pu repair plis bien bann staff ki actually resoudre problem would be available.",train,244,256,False,False,12,0
