text,standardized,split,input_char_len,target_char_len,input_byte_len,target_byte_len,input_byte_char_ratio,target_byte_char_ratio
Sa c number 1 Shakeel Mohamed waaillaicoumsalam maashaaallah seki lin di sa mem so parol c ene signature merci to seki inn aide,"Sa se number 1 Shakeel Mohamed, Waralaikumusalaam, MashaAllah. Seki linn dir samem so parol se enn signature. Merci to seki inn aide.",train,127,133,127,133,1.0,1.0
Moi si mo pa apprécié enn zafer mo ti pou fer mo la route trankil …. Ena bcp p commentaires dégradant pou met piti la down. Ena pencor conn la terre 7couleurs mais bougue inn fini gagnel’invitation pou alle lor rodrigue... Dieu inn crée l’homme par son image,Moi si mo pa apprécié enn zafer mo ti pu fer mo la route trankil …. Ena buku pe commentaires dégradant pu met piti la down. Ena pankor kone la terre 7 couleurs mais bougue inn fini gagne l’invitation pu ale lor Rodrigues...... Dieu inn crée l’homme par son image.,train,258,263,268,273,1.0387596899224807,1.038022813688213
Tooop sa,Top sa.,train,8,7,8,7,1.0,1.0
B bane parent pa responsable sa zenfant la ine vine ek zt non zt ti bzn konin line perdi do a moin zt sou forte effet l'alcool,"B bann parent pa responsable sa, zanfan la inn vinn ek zot non, zot ti bizin kone linn perdi dow, omoin zot sou forte effet l'alcool.",train,126,133,126,133,1.0,1.0
😂😂😂😂😂 tiouuu cass stress net 😂😂😂,😂😂😂😂😂 tiew! Kase stress net. 😂😂😂,train,32,32,56,56,1.75,1.75
Twisties Jaune si mm zafer,Twisties jaune si mem zafer.,train,26,28,26,28,1.0,1.0
146 c ene blague 2026 sa... Pareil couma baichoo liem et [NAME],146 se enn blague 2026 sa... Pareil kuma Baichoo limem et [NAME].,train,63,65,63,65,1.0,1.0
MORISIEN bisin roule Moris Oxford koumsa Pas Pou Ena problème vitesse lol,MORISIEN bizin roule Moris Oxford kumsa pas pu ena problème vites lol.,train,73,70,74,71,1.0136986301369864,1.0142857142857142
"Ile Maurice pas kone valeur Artist frer et soeur, dimun la mem kone so problem..","Ile Maurice pas kone valeur artist, frere et soeur. Dimunn lamem kone so problem..",train,80,82,80,82,1.0,1.0
Couma dire 2eme saison kion ki saas bhi kabhi bahu thi,Kumadir 2eme saison kion ki saas bhi kabhi bahu thi.,train,54,52,54,52,1.0,1.0
Sa trailer sa film la pou debi Januray 2029 film indien matlo mauricien pe trop get film lor netflix,Sa trailer sa film la pu debi Januray 2029. Film indien matlo. Mauricien pe trop get film lor Netflix.,train,100,102,100,102,1.0,1.0
cote assez la oussi pe augmenter 635 nepli gagne grand choses,Kot ase? La osi pe augmente. 635 nepli gagne grand choses.,train,61,58,61,58,1.0,1.0
"Mo pa exkiz so l'action, mais sa bann zafer la arriver a coz artiste pa gainy viv bien dan Moris, de zot l'art sans bizin ale rod ene lot l'entree largent pou kav surviv😐","Mo pa exkiz so l'action, mais sa bann zafer la arrive akoz artiste pa gagne viv bien dan Moris. De zot l'art sans bizin ale rode enn lot l'entree larzan pu kav surviv.😐",train,170,168,173,171,1.0176470588235293,1.0178571428571428
Bel travail la mahashivratree pou bizin postpone la 🙄 quel idiocy,Bel travail la. Mahashivratree pu bizin postpone la. 🙄 Quel idiocy.,train,65,67,68,70,1.0461538461538462,1.044776119402985
Ki to p koz tirey re met sa coner la laba avn kumadr zafr la pa vin vln,"Ki to pe koze? Tire re met sa kone la laba, avant kumadir zafer la pa vinn vilain.",train,71,82,71,82,1.0,1.0
E ena buku zenfant in gagne zot 8 credit kument banla kpv fer zeffort e le zot pas fer sa zeffort la ban zenfant paress bisen dire ek parents paress,Et ena buku zanfan inn gagne zot 8 credit. Kuma banla kapav fer zefor et le zot pas fer sa zefor la. Bann zanfan paress bizin dire ek parents paress.,train,148,149,148,149,1.0,1.0
V dir li droger e ine consom lalcol ena beze la e lor la li p conduire li ki ti bizin crever sal batar la,"Vdire li droger et inn consom lalkol. Ena bez la. Et lor la li pe kondire, li ki ti bizin creve sal batar la.",train,105,109,105,109,1.0,1.0
film la flop,Film la flop.,train,12,13,12,13,1.0,1.0
I s a m a u r i t i u s phrase la bon li,Is a Mauritius? Phrase la bon li.,train,40,33,40,33,1.0,1.0
Problème la seki dimoune pas responsable zot hors la loi zot bizin gng n bon correction et si pou comprend rest a savoir ex le [NAME] l'ex minis so garçon point bar,Problème la seki dimunn pas responsable zot hors la loi zot bizin gagne enn bon correction et si pu comprend reste a savoir ex le [NAME] l'ex minis so garçon. Point bar.,train,164,169,166,171,1.0121951219512195,1.0118343195266273
Poisson ki arriver. Partager entre zot mem bane ncg,Poisson ki arrive. Partage entre zot mem bann NCG.,train,51,50,51,50,1.0,1.0
B hier ine dir pa pou ena narien ziska la veil... Ena bez la,B hier inn dir pa pu ena nanyin ziska la veye... Ena bez la.,train,60,60,60,60,1.0,1.0
Couillonade la commencer la p acheve banes ki pas in ressi morts?,Kuyonad la commence la pe acheve bann ki pas inn resi morts?,train,65,60,65,60,1.0,1.0
HSC requirements 2 credits bientot✌️😂 pas dir pan dire 🔥🤣,HSC requirements 2 credits bientot✌️😂 pas dir pann dire.🔥🤣,train,57,58,70,71,1.2280701754385965,1.2241379310344827
Bidin ena 1 la loi pour sa xotte ena loto mais zotte pena garage zotte block la route ena plisure place coumesa,"Bizin ena enn la loi pour sa: zot ena loto mais zot pena garage, zot block la route. Ena plizir place kumsa.",train,111,108,111,108,1.0,1.0
Mes sympathies a la famille 1 sel garçon perdi la vie sa lage la li pa facile courage a la famille,"Mes sympathies à la famille. 1 sel garçon perdi lavi sa laz la, li pa facile. Courage à la famille.",train,98,99,99,102,1.010204081632653,1.0303030303030303
Shakeel aret sa bnne mnier pilon la twe guet ziss cki pu tua dne lezot si zt la chance est leszot place si travail,Shakeel aret sa bann maniere pilon la twe get zis seki pu twa donne lezot si zot la chance est lezot place si travail.,train,114,118,114,118,1.0,1.0
"Pa conner ki govt p atan pou dnne la force policière body cam pou servi moi, apres tou seki nou ine tendé à propos SST, comme planting, endommage ban bien personel cot dimounes, vol, agression etc, d'ailleurs plusieurs parmi ban dimounes la zot case ine reyé devant la cour.","Pa kone ki guvernman pe atann pu donne la force policière. Body cam pu servi moi apre tu seki nu inn tande à propos SST, comme planting, endommage bann bien personel kot dimunn, vol, agression etc, d'ailleurs plusieurs parmi bann dimunn la zot case inn raye devant lakour.",train,274,272,278,274,1.0145985401459854,1.0073529411764706
Asizer écrire aussi plainier et zot travail lor shirft dans climatiseur zot ggn facilité loan ek beaucoup l'avantage encore par derrière sa zot base la pase pas 18k nnier zot,Asize écrire aussi plaigne et zot travail lor shift dans climatiseur. Zot gagne facilité loan ek beaucoup l'avantage encore par derrière sa. Zot base la paie pas 18k nanyin zot.,train,174,177,177,180,1.0172413793103448,1.0169491525423728
Sa wai pa gard lenmi bless frero.,"Sa wai, pa garde lenmi bless frere.",train,33,35,33,35,1.0,1.0
1 livre la lois basé lor alzheimer sa siouplé 🥴,1 livre la loi basé lor Alzheimer sa silvuple? 🥴,train,47,48,52,52,1.1063829787234043,1.0833333333333333
Pareil. Degazer al net date,Pareil. Degazer ale met date.,train,27,29,27,29,1.0,1.0
😂😂😂To pu kav fr recto-verso? Normaaal my frieennnd,😂😂😂To pu kapav fer recto-verso? Normal my friend.,train,50,49,59,58,1.18,1.183673469387755
Ressit 1 subject exam psac so consequence sa capav astere pensé ena 3 sujet capav ressit psac,Resit 1 subject exam PSAC so consequence sa kapav. Aster pense ena 3 sujet kapav resit PSAC.,train,93,92,94,92,1.010752688172043,1.0
Ene haute dégradé ki panne déclaré sa li peina ni nom ni prénom la lor to journal pou écrire ziste ene haute gradé sans nom ni prénom voilà nou journal,"Enn haute dégradé ki pann deklare sa, li pena ni nom ni prénom la lor to journal pu écrire zis enn haute gradé sans nom ni prénom voilà nu journal.",train,151,147,160,154,1.0596026490066226,1.0476190476190477
Sûrement li ti pe fer ene tournage pou so prochain épisode 🤣🤣,Sûrement li ti pe fer enn tournage pu so prochain épisode. 🤣🤣,train,61,61,69,69,1.1311475409836065,1.1311475409836065
Nou ban lapolice fr hont. Desan dans baz kot vend ladrogue zot fr pareil. Ban noir cholo,Nu bann lapolis fer honte. Desan dans baz kot vande ladrog zot fer pareil. Bann noir cholo.,train,88,91,88,91,1.0,1.0
"[NAME], -mally [NAME] billet ki prix zot ine payer??","[NAME], -mally [NAME] billet ki prix zot inn peye??",train,52,51,52,51,1.0,1.0
"Pri baisser, [NAME]","Pri bese, [NAME].",train,19,17,19,17,1.0,1.0
Cki p trouve ki ena anguille sou roche mo invit zot pou fer enn lekip pou al tir anguille la!🤦🏾‍♀️ le pir ladan cki ena pli beaucoup fam ki p koz nonsense' ki zot problem!!!!!??,"Seki pe truve ki ena anguille sou roche, mo invite zot pu fer enn lekip pu ale tire anguille la!🤦🏾‍♀️ le pir ladan seki ena plis beaucoup fam ki pe koze nonsense ki zot problem!!!!!??",train,177,183,189,195,1.0677966101694916,1.0655737704918034
Mone guet 1 film pareil comme sa sur TF1 ou M6 vraiment hein sans blague 🫣🫣🫣,Mon get 1 film pareil comme sa sur tf1 ou m6 vraiment hein sans blague. 🫣🫣🫣,train,76,75,85,84,1.118421052631579,1.12
Plk ki possibilité koz direk dir 1 fwa ki to pas pu dans conseil de minis to pena kouraz,"PLK, ki possibilité? Koz direk! Dir 1 fwa ki to pas pu dans conseil de minis. To pena kouraz.",train,88,93,89,94,1.0113636363636365,1.010752688172043
Pas facile sa pou ene parent perdi so garçon dans ene circonstance pareille dand 2 3 jour li pou ggn caution li pou sorti la,"Pas facile sa, pu enn parent perdi so garçon dans enn circonstance pareil. Dans 2, 3 jour li pu gagne caution li pu sorti la.",train,124,125,125,126,1.0080645161290323,1.008
"[NAME], tou dimun pa taper boss dan 1 koler ou kav gat ou lavenir ban droguer incorigable sa servi ou lenergie kot bizin","[NAME], tu dimunn pa tape boss. Dan 1 koler ou kapav gat ou lavenir. Bann droguer inkorizab sa. Servi ou lenerzi kot bizin.",train,120,123,120,123,1.0,1.0
Bnla pas kav rest kot zot inP letemp ggne 1 vaccin💀,"Banla pas kapav reste kot zot enpe letan, gagne 1 vaccine.💀",train,51,59,54,62,1.0588235294117647,1.0508474576271187
Nek show off resulta zero dan 100 infirmier 50 in rester kifer eski p paye foctionaire kuma bizin eski minist la p fight pu linteret travaileur si pna travaileur ki bon service t p roder travaileur la plito li fer lot travail moin pression plus lapaye,Nek show off rezilta zero. Dan 100 infirmier 50 inn reste kifer? Eski pe peye foctionaire kuma bizin eski minis la pe fight pu linteret travayer. Si pena travayer ki bon service to pe rode. Travayer la plito li fer lot travail moin pression plus lapey.,train,251,252,251,252,1.0,1.0
Kot to ete [NAME]????,Kot to ete [NAME]????,train,21,21,21,21,1.0,1.0
"[NAME], esperon to gain lespri","[NAME], esperons to gagne lespri.",train,30,33,30,33,1.0,1.0
Bellesoeur fr ene zafr kumsa kot domicile tifi la inacceptable la aussi devant so bébé frustré ki vine make up artist ou aussi,Belle soeur fer enn zafer kumsa kot domicile tifi la. Inacceptable! La aussi devant so bébé frustré ki vinn makeup artist ou aussi.,train,126,131,129,134,1.0238095238095237,1.0229007633587786
"[NAME], ouvert toilette registrar pu public ti pu pli facile ek si ki ena dan bus stop plaine vert li ti pou satisfessant non","[NAME], ouvert toilette registrar pu public, ti pu plis facile. Ek si ki ena dan bus stop Plaine Verte. Li ti pu satisfessant, non.",train,125,131,125,131,1.0,1.0
pa Les ban persone India rent maurice,Pa less bann personne India rantre Maurice.,train,37,43,37,43,1.0,1.0
Met zero credit ene sel couple vine 100%,"Met zero credit, enn sel couple vinn 100%.",train,40,42,40,42,1.0,1.0
Quand zot pou aret van la boisson??,Quand zot pu aret vande la boisson??,train,35,36,35,36,1.0,1.0
"Mo p lir comments ban dimoun p dir self control. Mo pli sir madame la pane compren nanier ki p ariv, kiétai ha 🤣","Mo pe lire comments bann dimunn pe dir self control. Mo plis sir madame la pann konpran nanyin ki pe arrive, kiete ha? 🤣",train,112,120,116,123,1.0357142857142858,1.025
"[NAME], [NAME] bann laguer mari la 1 lot dimension en 2026 🤣🤣🤣🤣. Bizin expliké kifer pa oulé mari la tou 😁","[NAME], [NAME] bann lager mari la 1 lot dimension en 2026. 🤣🤣🤣🤣 Bizin eksplik kifer pa oule mari la tu. 😁",train,106,105,123,120,1.1603773584905661,1.1428571428571428
Can be charge for larceny of petrol,Can be charge for larceny of petrol.,train,35,36,35,36,1.0,1.0
"[NAME], enn enfants kan li encore bebe li mieux pou li aprann nager li aprann bann methode pou li pa couler si ena dimounn avec un enfant pena problem pou li aprann nager","[NAME], enn enfants kan li encore bebe li mieux pu li aprann naze. Li aprann bann methode pu li pa koule. Si ena dimunn avec un enfant pena problem pu li aprann naze.",train,170,166,170,166,1.0,1.0
"Pour moi c ene discour pena poid. Apres un an kan dimoune p crier lor media's lerela ki li faire discour mo pou faire ceci mo pou faire cela ene ferfoute zot pas pou faire, peut etre lors 4eme l'annee avant gouvernement disoudre pou met zot program en execution. Depuis l'independance sameme film fine jouer juska zordi","Pour moi, se enn discour pena poid. Apre un an kan dimunn pe kriye lor media's, lerla ki li faire discour: Mo pu faire ceci, mo pu faire cela. Enn ferfoute zot pas pu faire! Petet lor 4eme lane, avant gouvernement disoudre, pu met zot program en execution. Depuis l'independance, samem film finn jouer ziska zordi.",train,319,314,319,314,1.0,1.0
L'article la dire 1 zafer mais images montrer 1 lotte... Ou trouve madame la choqué ou paniqué? Journaliste fer 1 tas geste pour narien... Dramatise les choses kumsa???,L'article la dire 1 zafer mais images montre 1 lot... Ou truve madame la choqué ou paniqué? Journaliste fer enta geste pour nanyin... Dramatise les choses kumsa???,train,168,163,170,165,1.0119047619047619,1.0122699386503067
Trop boucou pblm dans sa ti ile maurice la.,Trop buku problem dans sa ti lil Maurice la.,train,43,44,43,44,1.0,1.0
Kitsoze saein.🤣,Kitsoz sa ein.🤣,train,15,15,18,18,1.2,1.2
In saisie vehicle la svp,Inn saisie vehicle la svp??,train,24,27,24,27,1.0,1.0
"Premier fois mo ti tende li rentre ladan, mo ti bien triste pu li et mo ti penser ki kaliter sa la drog la in infiltrer nu societer. So group ti reussi re integrer dan zot pieces, la pas coner ki pu arriver.","Premier fois mo ti tande li rantre ladan, mo ti bien triste pu li et mo ti pense ki kalite sa ladrog la inn infiltrer nu societe. So group ti resi reintegrer dan zot pieces, la pas kone ki pu arrive.",train,207,199,207,199,1.0,1.0
"Tou ban aspirants, Alle rente dan so tonkin encor apre gueler par la suite","Tu bann aspirants, ale rantre dan so tonkin ankor apre gele par la suite.",train,74,73,74,73,1.0,1.0
P al fr lannee hahah,Pe ale fer lane hahah.,train,20,22,20,22,1.0,1.0
OBLIGATOIRE SPECIALISTE 24/7 ENA AUTANT COMPLICATION URGENT SURTOUT GYNAE EMERGENCIY MEDICAL SURGICAL PROBLEMS ALREADY PATENTS ARE ON WAITING LIDT FOR SURGICAL INTERVENTIONS,"OBLIGATOIRE SPECIALISTE 24/7, ENA AUTANT COMPLICATION URGENT SURTOUT GYNAE, EMERGENCIY MEDICAL SURGICAL PROBLEMS. ALREADY PATENTS ARE ON WAITING LIST FOR SURGICAL INTERVENTIONS.",train,173,177,173,177,1.0,1.0
Get ready 4ans em rester pu envoler sir,Get ready 4 ans mem reste pu envoler sir.,train,39,41,39,41,1.0,1.0
"[NAME], pne reussi eclate baraz 🥲","[NAME], pann resi eclate baraz. 🥲",train,33,33,36,36,1.0909090909090908,1.0909090909090908
Alerment li p rod debarass [NAME] samm p demand kifer lin reject li 😂😂😂😂😂,Alerman li pe rode debarasse [NAME] samem pe demande kifer linn reject li. 😂😂😂😂😂,train,73,80,88,95,1.2054794520547945,1.1875
"[NAME], perdi lé temps sa boss zot nek kne met camera partou","[NAME], perdi letan sa boss, zot nek kone met camera partu.",train,60,59,61,59,1.0166666666666666,1.0
"[NAME], pose to la main lor to zenfant retourne li avec so fami saint et soffit 🙏🙏🙏","[NAME], pose to la main lor to zanfan. Retourne li avec so fami saint et sof. 🙏🙏🙏",train,83,81,92,90,1.108433734939759,1.1111111111111112
"[NAME], couma [NAME]. Combien l'annees so cas pou durer?","[NAME], kuma [NAME]. Combien lane so cas pu durer?",train,56,50,56,50,1.0,1.0
partou kot kapv tiR kas r lepep li p tire,Partu kot kapav tire kase ar lepep li pe tire.,train,41,46,41,46,1.0,1.0
Mem period nou ti rentre Dan confineman lhistoire se repete ou pas Surtou avec ban malediction ki pe gouverner,"Mem period nu ti rantre dan confineman. Zistwar se repete ou pas, surtout avec bann malediction ki pe gouverner.",train,110,112,110,112,1.0,1.0
