text,standardized,split,prefixed_input,input_word_len,target_word_len,input_char_len,target_char_len,prefixed_input_token_len,target_token_len,input_token_word_ratio,target_token_word_ratio,input_has_unk,target_has_unk,input_truncated,target_truncated
Ki pli important aircon soit dialyse la 🤔🤔 patient p vni 2-3hrs p aler staff la p mort ladan 10hrs or more zot ki ti bzn complain plis ki patient mais patient et zot fami fort lr rod traitement vip zot pa cner a ki point staff la p fr travay marc dn ban lopital et dispensaire avec le minimum staff la faire demande mem li faud authority concerner approve zistoir la system la mem pourri infirmier pa pu kv fr nnier de plus pa v dir kan infirmier in choisir sa travay la li bzn responsible for everything prend depi aircon kac zska patient so maltrait alr ki li pa entort et patient si pena maniere cozer pena patience pu atan rod tou zfr desuite et staff minimum + la paye dan bez infirmier dn dispensaire fr travay pharmacie +records officer gratuitement with heavy workload lasalle pa ggn letmp gagn ler mang ni al toilet et des fois pa gagne relev ou bizn rest fr double shift cuma ou expect 1dimun dne ou traitement vip alr ki so ministere mem traite li comme rien du tout lot cout avant cozer prend tou sa en consideration,Ki plis important aircon soit dialyse la? 🤔🤔 Patient pe vini 2-3hr pe ale. Staff la pe mort ladan 10hr or more. Zot ki ti bizin complain plis ki patient mais patient et zot fami fort lor rode traitement VIP zot pa kone a ki point staff la pe fer travail marse dan bann lopital et dispensaire avec le minimum. Staff la faire demande mem li fode authority concerne approve zistwar la. System lamem pouri infirmier pa pu kapav fer nanyin de plus. Pa vdire kan infirmier inn choisir sa travail la li bizin responsible for everything prend depi aircon kas ziska patient so maltraite alor ki li pa antor. Et patient si pena maniere koze pena patience pu atann rode tu zafer desuite et staff minimum + la peye dan bez. Infirmier dan dispensaire fer travail pharmacie +records officer gratuitement with heavy workload. Lasal pa gagne letan gagne ler manze ni ale toilet et des fois pa gagne relev ou bizin reste fer double shift. Kuma ou expect 1 dimunn donne ou traitement VIP alor ki so minis mem traite li comme rien du tu.. Lot kut avant koze prend tusa en consideration.,train,restore Mauritian Creole text: Ki pli important aircon soit dialyse la 🤔🤔 patient p vni 2-3hrs p aler staff la p mort ladan 10hrs or more zot ki ti bzn complain plis ki patient mais patient et zot fami fort lr rod traitement vip zot pa cner a ki point staff la p fr travay marc dn ban lopital et dispensaire avec le minimum staff la faire demande mem li faud authority concerner approve zistoir la system la mem pourri infirmier pa pu kv fr nnier de plus pa v dir kan infirmier in choisir sa travay la li bzn responsible for everything prend depi aircon kac zska patient so maltrait alr ki li pa entort et patient si pena maniere cozer pena patience pu atan rod tou zfr desuite et staff minimum + la paye dan bez infirmier dn dispensaire fr travay pharmacie +records officer gratuitement with heavy workload lasalle pa ggn letmp gagn ler mang ni al toilet et des fois pa gagne relev ou bizn rest fr double shift cuma ou expect 1dimun dne ou traitement vip alr ki so ministere mem traite li comme rien du tout lot cout avant cozer prend tou sa en consideration,196,194,1028,1067,380,373,1.9387755102040816,1.922680412371134,True,True,True,True
"[NAME], mo pas croire roshi pas pou capav arr polo li trop dictateur","[NAME], mo pas croire. Roshi pas pu kapav ar Polo, li trop dictateur.",train,"restore Mauritian Creole text: [NAME], mo pas croire roshi pas pou capav arr polo li trop dictateur",13,13,68,69,37,27,2.8461538461538463,2.076923076923077,False,False,False,False
Mo ine bien dire li fou sa boug la🤣🤣🤣🤣,Mo inn bien dire li fou sa boug la.🤣🤣🤣🤣,train,restore Mauritian Creole text: Mo ine bien dire li fou sa boug la🤣🤣🤣🤣,9,9,38,39,25,17,2.7777777777777777,1.8888888888888888,True,True,False,False
tous academy so zelev capave join ban department consider zote education apres academy ban zafan capave ale university pu master's education ou zot capave join zot travail a niveau ki zote fine passe ena beaucoup capave ajoute dan ca system education la main lavenir zafan li pu excellent zafan pu rest dan zot academy hostel pay pu bizin voyage ek circulation pu diminien lageure ek ladrogue pu diminien zafan pu ena so vision travail mo capave share full details si ministry of education dacor merci vive maurice,Tu academy so zelev kapav join bann department consider zot education. Apre academy bann zafan kapav ale university pu master's education ou zot kapav join zot travail a nivo ki zot finn passe. Ena beaucoup kapav azoute dan sa system education la. Main lavenir zafan li pu excellent. Zafan pu reste dan zot academy hostel. Pay pu bizin voyage ek circulation pu diminien. Lageure ek ladrog pu diminien. Zafan pu ena so vision travail. Mo kapav share full details si Ministry of Education dakor. Merci. Viv Maurice.,train,restore Mauritian Creole text: tous academy so zelev capave join ban department consider zote education apres academy ban zafan capave ale university pu master's education ou zot capave join zot travail a niveau ki zote fine passe ena beaucoup capave ajoute dan ca system education la main lavenir zafan li pu excellent zafan pu rest dan zot academy hostel pay pu bizin voyage ek circulation pu diminien lageure ek ladrogue pu diminien zafan pu ena so vision travail mo capave share full details si ministry of education dacor merci vive maurice,87,87,514,513,169,176,1.9425287356321839,2.0229885057471266,False,False,False,False
"[NAME], zote pas cone souffrance parent zote zote net zapé 😪 mama la mo shir p ploré tout les zour","[NAME], zot pas kone souffrance parent zot. Zot net zape 😪 mama la mo sir pe plore tulezur.",train,"restore Mauritian Creole text: [NAME], zote pas cone souffrance parent zote zote net zapé 😪 mama la mo shir p ploré tout les zour",20,18,98,91,56,42,2.8,2.3333333333333335,True,True,False,False
Docteur em pou bzn traitement sa manier p aller la 🤷‍♂️,Docteur mem pu bizin traitement sa maniere pe ale la. 🤷‍♂️,train,restore Mauritian Creole text: Docteur em pou bzn traitement sa manier p aller la 🤷‍♂️,11,11,55,58,34,23,3.090909090909091,2.090909090909091,True,True,False,False
"[NAME], dire certains parents continuer donne portable kuma zenfants passent grade 6 grand zafer aster zenfants ena portable des la maternelle pou gagne la paix allume portable mette devant jot pff","[NAME], dire certains parents kontiyn donne portable kuma zanfan passent grade 6. Grand zafer. Aster zanfan ena portable des la maternelle. Pu gagne la paix, allume portable met devant jot. Pff.",train,"restore Mauritian Creole text: [NAME], dire certains parents continuer donne portable kuma zenfants passent grade 6 grand zafer aster zenfants ena portable des la maternelle pou gagne la paix allume portable mette devant jot pff",31,31,197,194,74,68,2.3870967741935485,2.193548387096774,False,False,False,False
Bizin donne zot fizi deleau dans training,Bizin donne zot fizi dilo dans training.,train,restore Mauritian Creole text: Bizin donne zot fizi deleau dans training,7,7,41,40,24,17,3.4285714285714284,2.4285714285714284,False,False,False,False
Bne tourist touni ek ki met savatte marche partou kan pou tirer sa,Bann tourist touni ek ki met savatte marse partu. Kan pu tire sa?,train,restore Mauritian Creole text: Bne tourist touni ek ki met savatte marche partou kan pou tirer sa,13,13,66,65,39,30,3.0,2.3076923076923075,False,False,False,False
O met n plastic dan poubel ena beze la couma zot vive dan zot lakaz,"O! Met enn plastic dan poubelle, ena bez la! Kuma zot viv dan zot lakaz?",train,restore Mauritian Creole text: O met n plastic dan poubel ena beze la couma zot vive dan zot lakaz,15,15,67,72,42,40,2.8,2.6666666666666665,False,False,False,False
"Kan ou get comportement parent ou trouver. 1 parent pas cav marche ek so znfn p fr letour, galloupe gallouper apres li dire znfn sa. Parent lamm bizn ggne hont avnt li pren kit action","Kan ou get comportement parent ou truve 1 parent pas kapav marse ek so zanfan pe fer letour, galloupe galloupe apre li dire zanfan sa. Parent lamem bizin gagne honte avant li pran kite action.",train,"restore Mauritian Creole text: Kan ou get comportement parent ou trouver. 1 parent pas cav marche ek so znfn p fr letour, galloupe gallouper apres li dire znfn sa. Parent lamm bizn ggne hont avnt li pren kit action",35,35,183,192,85,76,2.4285714285714284,2.1714285714285713,False,False,False,False
Si saem dimoune ti bez ou ousois ou fami coute lacide lerla!?,Si samem dimunn ti bez ou ouswa ou fami kut lasid lerla!?,train,restore Mauritian Creole text: Si saem dimoune ti bez ou ousois ou fami coute lacide lerla!?,12,12,61,57,42,32,3.5,2.6666666666666665,False,False,False,False
Passager laba pa les vini mm.. moince prblm,Passager laba pa lei vini mem.. moins problem.,train,restore Mauritian Creole text: Passager laba pa les vini mm.. moince prblm,8,8,43,46,28,16,3.5,2.0,False,False,False,False
"[NAME], mcb sa surment","[NAME], MCB sa surement.",train,"restore Mauritian Creole text: [NAME], mcb sa surment",4,4,22,24,23,14,5.75,3.5,False,False,False,False
"[NAME], ki ou ena pour dire nous dan far west","[NAME], ki ou ena pour dire nous dan Farwest.",train,"restore Mauritian Creole text: [NAME], ki ou ena pour dire nous dan far west",10,9,45,45,27,19,2.7,2.111111111111111,False,False,False,False
"Ancient govt in kit gros dette. Mais ki zot p fer pu baisse sa, o contrire tan dire det p ogmenter.",Ancient guvernman inn kite gros dette. Mais ki zot pe fer pu bese sa? O contrire tan dire dette pe ogmenter.,train,"restore Mauritian Creole text: Ancient govt in kit gros dette. Mais ki zot p fer pu baisse sa, o contrire tan dire det p ogmenter.",21,21,99,108,57,49,2.7142857142857144,2.3333333333333335,False,False,False,False
2026 pu nu kieeeet 🤣🤣🤣🤣🤣🤣🤣,"2026 pu nu, kiete? 🤣🤣🤣🤣🤣🤣🤣",train,restore Mauritian Creole text: 2026 pu nu kieeeet 🤣🤣🤣🤣🤣🤣🤣,5,5,26,26,22,12,4.4,2.4,True,True,False,False
Nous envie get [NAME] la nou si... Nous pas pou zizer😐,Nous anvi get [NAME] la nu si... Nous pas pu zize😐.,train,restore Mauritian Creole text: Nous envie get [NAME] la nou si... Nous pas pou zizer😐,11,11,54,51,27,21,2.4545454545454546,1.9090909090909092,True,True,False,False
Patient pas sauver,Patient pas sove.,train,restore Mauritian Creole text: Patient pas sauver,3,3,18,17,14,6,4.666666666666667,2.0,False,False,False,False
Al fer devoir ban ki pan fer ti croire conger 🤣,"Ale fer devoir, bann ki pann fer ti krwar conge. 🤣",train,restore Mauritian Creole text: Al fer devoir ban ki pan fer ti croire conger 🤣,11,11,47,50,29,27,2.6363636363636362,2.4545454545454546,True,True,False,False
Laquel ki cp ladans,Lakel ki CP ladan?,train,restore Mauritian Creole text: Laquel ki cp ladans,4,4,19,18,20,10,5.0,2.5,False,False,False,False
"[NAME], OU CONER OU BOSS","[NAME], OU KONE OU BOSS!",train,"restore Mauritian Creole text: [NAME], OU CONER OU BOSS",5,5,24,24,22,14,4.4,2.8,False,False,False,False
Maurice Better exactment b parent la bisin la,Maurice better exactment b parent la bizin la.,train,restore Mauritian Creole text: Maurice Better exactment b parent la bisin la,8,8,45,46,22,15,2.75,1.875,False,False,False,False
Un top sa pli royaliste qui le roi qui nou pas truv dan sa ti moris la changement zou pas sa roule lepep ki paie so what who cares carry on moricien sa li pas mendiant li,"Un top sa. Plis royaliste ki le roi. Ki nu pa truve dan sa ti Moris la. Changement zou pa. Sa roule. Lepep ki peye. So what? Who cares? Carry on. Morisien sa, li pas mendiant li.",train,restore Mauritian Creole text: Un top sa pli royaliste qui le roi qui nou pas truv dan sa ti moris la changement zou pas sa roule lepep ki paie so what who cares carry on moricien sa li pas mendiant li,37,37,170,178,85,89,2.2972972972972974,2.4054054054054053,False,False,False,False
Dépi longtemps ine voice out sa problem là. V dir pane fr nanien mem,Depi longtemps inn voice out sa problem la. Vdire pann fer nanyin mem.,train,restore Mauritian Creole text: Dépi longtemps ine voice out sa problem là. V dir pane fr nanien mem,14,13,68,70,34,28,2.4285714285714284,2.1538461538461537,False,False,False,False
Ene tas ti p commence gagne courage pou zot boss rentre dans parlement 😅😁😜,Enta ti pe commence gagne courage ou zot boss rantre dans parlement. 😅😁😜,train,restore Mauritian Creole text: Ene tas ti p commence gagne courage pou zot boss rentre dans parlement 😅😁😜,14,13,74,72,39,27,2.7857142857142856,2.076923076923077,True,True,False,False
Ena bezz bann femm haut gradé p servi van government ku madir la reine elizabeth p a travail fer shopping.. Bann zomm adsu p risk zott la vie av 2 van pou fer arretatoin bann bareaux la drug zott cvp ggne coutt sapre ou batté pena ranfrote av zott. La grand femm p tal fesse dan van. Conmisair police pa trov sa tout macro ministe met unifrom p assig dan bureau bann pauvre zott ki pena persone protege zott p bezz al arrte bann trafikant danger gutt sa video goodland. Lo la bann la police ki macro ministre ki ggne promotoin. Bravo government chagement in ler pou bezz coup pied tire ou dehor,Ena bez bann femme haut gradé pe servi van government kumadir la reine Elizabeth pe a travail fer shopping... Bann zom ADSU pe risk zot la viv avec 2 van pu fer arrestation bann bareaux ladrog zot kapav gagne. Kut sab ou bate pena ranfrote avec zot. La grand femme pe tal fesse dan van. Conmisair police pa truve sa tu macro minis met unifrom pe asize dan bureau bann pauvre zot ki pena personne protez zot pe bez ale aret bann trafikant danger get sa video Goodlands. Lo la bann la police ki macro ministre ki gagne promotoin. Bravo government chagement inn ler pu bez kut pied tire ou deor.,train,restore Mauritian Creole text: Ena bezz bann femm haut gradé p servi van government ku madir la reine elizabeth p a travail fer shopping.. Bann zomm adsu p risk zott la vie av 2 van pou fer arretatoin bann bareaux la drug zott cvp ggne coutt sapre ou batté pena ranfrote av zott. La grand femm p tal fesse dan van. Conmisair police pa trov sa tout macro ministe met unifrom p assig dan bureau bann pauvre zott ki pena persone protege zott p bezz al arrte bann trafikant danger gutt sa video goodland. Lo la bann la police ki macro ministre ki ggne promotoin. Bravo government chagement in ler pou bezz coup pied tire ou dehor,113,111,594,592,255,219,2.256637168141593,1.972972972972973,False,False,False,False
Cpve zafer la p hante li ou soi mari p kit li bien louche apres 9 ans,Kapav zafer la pe hante li ou soi mari pe kite li. Bien louche. Apre 9 ans.,train,restore Mauritian Creole text: Cpve zafer la p hante li ou soi mari p kit li bien louche apres 9 ans,17,17,69,75,45,37,2.6470588235294117,2.176470588235294,False,False,False,False
Mes sinceres sympathies a la famille.. Bien chagrin.. Moi osi mo un motocycliste... Bien difficile pou accepte sa accident la,Mes sincères sympathies à la famille.. Bien chagrin.. Moi osi mo un motocycliste... Bien difficile pu accepte sa accident la.,train,restore Mauritian Creole text: Mes sinceres sympathies a la famille.. Bien chagrin.. Moi osi mo un motocycliste... Bien difficile pou accepte sa accident la,20,20,125,125,52,44,2.6,2.2,False,False,False,False
Pu ena n control pa bazaar sa,"Pu ena enn control, pa bazar sa.",train,restore Mauritian Creole text: Pu ena n control pa bazaar sa,7,7,29,32,23,17,3.2857142857142856,2.4285714285714284,False,False,False,False
Mettre photo l'auto la,Met photo l'auto la.,train,restore Mauritian Creole text: Mettre photo l'auto la,4,4,22,20,18,9,4.5,2.25,False,False,False,False
Piton de la fournaise 2fois zot ti en vigilelence 1 mais pan arrive naryen pas koné si li pour peté pour pet bien si dapré rol,Piton de la fournaise 2 fois zot ti en vigilans 1 mais pann arrive naryin. Pas kone si li pour pete pour pete bien si dapre lord.,train,restore Mauritian Creole text: Piton de la fournaise 2fois zot ti en vigilelence 1 mais pan arrive naryen pas koné si li pour peté pour pet bien si dapré rol,26,27,126,129,61,54,2.3461538461538463,2.0,False,False,False,False
Ki sanla so circonscription sa?,Kisanla so circonscription sa?,train,restore Mauritian Creole text: Ki sanla so circonscription sa?,5,4,31,30,24,14,4.8,3.5,False,False,False,False
Parce ki professer nek absent apre dir zenfant pa ggn credit mo garson dan college depi lekol ine rentre 3 professer fini absent pena classe alr pa bizin pran lesson mem??,"Parski professeur nek absent apre dir zanfan pa gagne credit. Mo garson dan college, depi lekol inn rantre 3 professeur fini absent. Pena classe alor pa bizin pran lesson mem??",train,restore Mauritian Creole text: Parce ki professer nek absent apre dir zenfant pa ggn credit mo garson dan college depi lekol ine rentre 3 professer fini absent pena classe alr pa bizin pran lesson mem??,31,30,171,176,72,62,2.3225806451612905,2.066666666666667,False,False,False,False
MAIS PAUL BERANGER FINE RENTRE DAN GOUVERNEMENT AVEC SO DEUX GRAINE SEULEMENT KI GRAND GRAND COZER KI LI COZER AZORDI LI ENVIE PARTAGE AVEC BLANC,MAIS PAUL BERANGER FINN RANTRE DAN GOUVERNEMENT AVEC SO DEUX GRAINE SEULEMENT. KI GRAND GRAND KOZ KI LI KOZ AZORD? LI ANVI PARTAGE AVEC BLANC.,train,restore Mauritian Creole text: MAIS PAUL BERANGER FINE RENTRE DAN GOUVERNEMENT AVEC SO DEUX GRAINE SEULEMENT KI GRAND GRAND COZER KI LI COZER AZORDI LI ENVIE PARTAGE AVEC BLANC,25,25,145,142,73,67,2.92,2.68,False,False,False,False
